Instructor,Last Name,First Name,Course,Quarter,Year,Total Enrolled in Course,Total CAPEs Given,Percentage Recommended Class,% Recommend Class,Percentage Recommended Professor,% Recommend Instructor,Study Hours per Week,Average Grade Expected,GPA Expected,Average Grade Received,GPA Received,Evalulation URL
Moran Cathleen L.,Moran,Cathleen,MGT 166 - Corp Social Responsibility (A),WI22,2022,70,62,0.903,90.3,0.887,88.7,6.6,B (3.29),3.29,B (3.13),3.13,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=068340
Moran Cathleen L.,Moran,Cathleen,MGT 166 - Corp Social Responsibility (B),WI22,2022,63,62,0.823,82.3,0.839,83.9,5.47,B+ (3.32),3.32,B (3.16),3.16,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=068341
Moran Cathleen L.,Moran,Cathleen,MGT 166 - Corp Social Responsibility (C),WI22,2022,36,34,0.853,85.3,0.794,79.4,6.32,B (3.12),3.12,B (3.12),3.12,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=068342
Jacob Jo Dee C,Jacob,Jo,MGT 167 - Social Entrepreneurship (A),WI22,2022,82,73,0.932,93.2,0.932,93.2,4.25,B+ (3.68),3.68,B+ (3.40),3.4,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=068343
Phiroz Zal Navroze,Phiroz,Zal,MGT 171 - Operations Management (A),WI22,2022,69,19,0.842,84.2,0.842,84.2,6.61,B (3.06),3.06,B (3.30),3.3,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=068344
Hedges Kathleen,Hedges,Kathleen,MGT 172 - Business Project Management (A),WI22,2022,102,35,0.882,88.2,0.882,88.2,5.03,B+ (3.64),3.64,B+ (3.61),3.61,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=068345
Royal Rebecca,Royal,Rebecca,MGT 172 - Business Project Management (A),WI22,2022,102,35,0.882,88.2,0.912,91.2,5.03,B+ (3.64),3.64,B+ (3.61),3.61,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=068345A
Hedges Kathleen,Hedges,Kathleen,MGT 172 - Business Project Management (B),WI22,2022,84,38,0.973,97.3,0.946,94.6,5.31,B+ (3.62),3.62,B+ (3.58),3.58,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=068346
Moghadas Khorasani Sina,Moghadas,Khorasani,MGT 172 - Business Project Management (C),WI22,2022,61,54,0.963,96.3,0.981,98.1,4.95,B+ (3.67),3.67,B+ (3.39),3.39,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=071753
Erat Sanjiv,Erat,Sanjiv,MGT 172 - Business Project Management (D),WI22,2022,77,68,0.75,75,0.75,75,7.65,B+ (3.54),3.54,B+ (3.36),3.36,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=072142
Hayes Sherry Lorine,Hayes,Sherry,MGT 173 - Project Mgt- Health Services (A),WI22,2022,86,80,0.938,93.8,0.975,97.5,5.16,A- (3.78),3.78,A- (3.86),3.86,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=071754
Wiseman Julius C,Wiseman,Julius,MGT 173 - Project Mgt- Health Services (B),WI22,2022,51,44,0.841,84.1,0.773,77.3,3.86,B+ (3.36),3.36,B (3.27),3.27,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=071755
Gopal Christopher S.,Gopal,Christopher,MGT 175 - Supply Chain Management (A),WI22,2022,76,25,1,100,1,100,6.15,B+ (3.61),3.61,B+ (3.33),3.33,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=068347
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (A),WI22,2022,74,32,0.833,83.3,0.933,93.3,4.56,B+ (3.52),3.52,B- (2.97),2.97,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=068310
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (B),WI22,2022,81,41,0.951,95.1,0.927,92.7,3.48,A- (3.78),3.78,B (3.07),3.07,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=068311
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (C),WI22,2022,85,49,0.761,76.1,0.913,91.3,3.57,A- (3.74),3.74,B- (2.99),2.99,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=068312
McKay Mary A,McKay,Mary,MGT 18 - Managing Diverse Teams (D),WI22,2022,83,35,0.727,72.7,0.818,81.8,3.62,B+ (3.41),3.41,B (3.16),3.16,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=068313
Buchanan Harold G,Buchanan,Harold,MGT 181 - Enterprise Finance (A),WI22,2022,103,95,0.968,96.8,0.958,95.8,5.88,B+ (3.31),3.31,B (3.13),3.13,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=068348
Bliss Barbara Ann,Bliss,Barbara,MGT 181 - Enterprise Finance (B),WI22,2022,95,78,0.962,96.2,0.962,96.2,5.58,B+ (3.38),3.38,B (3.18),3.18,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=068349
Parashar Sat P,Parashar,Sat,MGT 184 - Money and Banking (A),WI22,2022,59,46,0.889,88.9,0.867,86.7,4.45,B+ (3.61),3.61,A- (3.71),3.71,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=071756
Dunn Louis Jean,Dunn,Louis,MGT 187 - New Venture Finance (A),WI22,2022,75,23,1,100,0.947,94.7,3.76,A- (3.74),3.74,B (3.30),3.3,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=068350
Dunn Louis Jean,Dunn,Louis,MGT 187 - New Venture Finance (B),WI22,2022,60,17,1,100,0.882,88.2,5.91,B+ (3.59),3.59,B+ (3.34),3.34,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=068351
Engelberg Joseph Edward,Engelberg,Joseph,MGT 189 - Topics in Finance (A),WI22,2022,113,47,0.977,97.7,0.977,97.7,6.45,B+ (3.63),3.63,B+ (3.36),3.36,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=071757
Wagner Timothy Ryan,Wagner,Timothy,MGT 3 - Quant Methods in Business (A),WI22,2022,64,17,0.933,93.3,0.929,92.9,5.7,B+ (3.55),3.55,C+ (2.33),2.33,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=068298
Levkoff Steven B.,Levkoff,Steven,MGT 4 - Financial Accounting (B),WI22,2022,11,5,1,100,0.8,80,7.7,B (3.20),3.2,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=072822
Pecore Joseph P.,Pecore,Joseph,MGT 45 - Principles of Accounting (A),WI22,2022,132,118,0.881,88.1,0.924,92.4,6.55,B (3.23),3.23,B (3.03),3.03,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=068314
Houskeeper Robert,Houskeeper,Robert,MGT 5 - Managerial Accounting (A),WI22,2022,177,146,0.931,93.1,0.897,89.7,4.97,B+ (3.60),3.6,B (3.12),3.12,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=068302
Ehrich Kristine R,Ehrich,Kristine,MGT 103 - Product Marketing & Management (A),S221,2021,78,17,0.875,87.5,1,100,7.38,B+ (3.42),3.42,B- (2.96),2.96,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050140
Ehrich Kristine R,Ehrich,Kristine,MGT 112 - Global Business Strategy (A),S221,2021,72,14,0.929,92.9,0.786,78.6,8.64,B+ (3.43),3.43,B (3.26),3.26,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050141
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 12 - Personal Financial Management (A),S221,2021,78,58,1,100,1,100,5.36,A- (3.96),3.96,A- (3.81),3.81,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050137
Maki Kanetaka,Maki,Kanetaka,MGT 121A - Innovation to Market A (A),S221,2021,54,15,0.933,93.3,0.867,86.7,8.36,A- (3.86),3.86,B+ (3.53),3.53,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050142
Anderson John Charles,Anderson,John,MGT 131B - Intermediate Accounting B (A),S221,2021,44,42,0.929,92.9,0.929,92.9,7.26,B (3.26),3.26,B (3.14),3.14,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050143
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 136 - Advanced Accounting (A),S221,2021,43,40,0.925,92.5,0.95,95,7.25,B+ (3.69),3.69,A- (3.71),3.71,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050144
McKay Mary A,McKay,Mary,MGT 164 - Business and Org Leadership (A),S221,2021,73,9,0.778,77.8,0.778,77.8,7.83,B+ (3.33),3.33,B- (2.71),2.71,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050145
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (A),S221,2021,32,12,0.909,90.9,0.909,90.9,5.95,B+ (3.55),3.55,B (3.23),3.23,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050138
Dunn Louis Jean,Dunn,Louis,MGT 181 - Enterprise Finance (A),S221,2021,93,19,1,100,0.944,94.4,7.13,B+ (3.68),3.68,B+ (3.40),3.4,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050146
Anderson John Charles,Anderson,John,MGT 4 - Financial Accounting (A),S221,2021,49,35,0.857,85.7,0.943,94.3,8.27,B+ (3.32),3.32,B- (2.78),2.78,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050134
Pecore Joseph P.,Pecore,Joseph,MGT 45 - Principles of Accounting (A),S221,2021,56,41,0.878,87.8,0.951,95.1,7.13,B (3.12),3.12,B- (2.79),2.79,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050139
Ehrich Kristine R,Ehrich,Kristine,MGT 103 - Product Marketing & Management (A),S220,2020,80,73,0.904,90.4,0.959,95.9,5.92,B+ (3.55),3.55,B (3.25),3.25,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012414
Ehrich Kristine R,Ehrich,Kristine,MGT 112 - Global Business Strategy (A),S220,2020,72,64,0.891,89.1,0.859,85.9,7.25,B+ (3.58),3.58,B+ (3.36),3.36,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012415
Baltes Guido H,Baltes,Guido,MGT 119 - Topics in Business (A),S220,2020,44,34,0.882,88.2,0.912,91.2,5.97,B+ (3.48),3.48,B+ (3.43),3.43,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012416
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 12 - Personal Financial Management (A),S220,2020,87,68,1,100,1,100,4.15,A- (3.83),3.83,A- (3.73),3.73,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=014116
Maki Kanetaka,Maki,Kanetaka,MGT 121A - Innovation to Market A (A),S220,2020,59,29,0.893,89.3,0.821,82.1,7.07,B+ (3.68),3.68,B+ (3.44),3.44,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012417
Anderson John Charles,Anderson,John,MGT 131B - Intermediate Accounting B (A),S220,2020,80,69,0.913,91.3,0.882,88.2,6.93,B (3.27),3.27,B (3.12),3.12,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012418
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 136 - Advanced Accounting (A),S220,2020,48,45,0.978,97.8,0.933,93.3,7.97,A- (3.73),3.73,A- (3.75),3.75,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012419
McKay Mary A,McKay,Mary,MGT 164 - Business and Org Leadership (A),S220,2020,67,27,0.8,80,0.84,84,7.78,B (3.29),3.29,B (3.05),3.05,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=017244
Chamberlain Travis Dean,Chamberlain,Travis,MGT 18 - Managing Diverse Teams (A),S220,2020,47,32,0.969,96.9,0.969,96.9,5.88,A- (3.86),3.86,B+ (3.53),3.53,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=014117
McKay Mary A,McKay,Mary,MGT 18 - Managing Diverse Teams (B),S220,2020,30,9,0.875,87.5,0.875,87.5,4.75,A (4.00),4,B- (2.97),2.97,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=017245
Anderson John Charles,Anderson,John,MGT 4 - Financial Accounting (A),S220,2020,46,40,0.925,92.5,0.95,95,7.45,B+ (3.46),3.46,B (3.27),3.27,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=014115
Pecore Joseph P.,Pecore,Joseph,MGT 45 - Principles of Accounting (A),S220,2020,63,48,0.938,93.8,0.979,97.9,7.92,B+ (3.43),3.43,B+ (3.43),3.43,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=012413
Eberhard Craig A,Eberhard,Craig,MGT 103 - Product Marketing & Management (A),FA21,2021,44,35,1,100,1,100,2.96,B (3.24),3.24,C+ (2.63),2.63,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054729
Eberhard Craig A,Eberhard,Craig,MGT 103 - Product Marketing & Management (B),FA21,2021,80,71,0.93,93,0.915,91.5,4.42,B (3.28),3.28,C+ (2.50),2.5,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054730
Demill Burritt,Demill,Burritt,MGT 103 - Product Marketing & Management (C),FA21,2021,88,86,0.919,91.9,0.965,96.5,4.66,B+ (3.58),3.58,B+ (3.50),3.5,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054731
Ehrich Kristine R,Ehrich,Kristine,MGT 103 - Product Marketing & Management (D),FA21,2021,77,29,0.966,96.6,0.966,96.6,4.79,B+ (3.48),3.48,B (3.29),3.29,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054732
Ehrich Kristine R,Ehrich,Kristine,MGT 103 - Product Marketing & Management (E),FA21,2021,82,29,0.964,96.4,0.962,96.2,4.57,B+ (3.44),3.44,B (3.08),3.08,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054733
Bates Kenneth Walter,Bates,Kenneth,MGT 103 - Product Marketing & Management (F),FA21,2021,82,65,0.922,92.2,0.969,96.9,4.53,B+ (3.51),3.51,B (3.17),3.17,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054734
Bates Kenneth Walter,Bates,Kenneth,MGT 103 - Product Marketing & Management (G),FA21,2021,80,62,0.902,90.2,0.967,96.7,4.11,B+ (3.46),3.46,B+ (3.31),3.31,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054735
Campbell Robert Harold,Campbell,Robert,MGT 105 - Product Promotion & Brand Mgt (A),FA21,2021,115,108,0.981,98.1,0.972,97.2,4.37,A- (3.79),3.79,B+ (3.52),3.52,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054736
Eberhard Craig A,Eberhard,Craig,MGT 106 - Sales and Sales Management (A),FA21,2021,76,70,0.957,95.7,0.957,95.7,3.5,B+ (3.53),3.53,B (3.18),3.18,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054737
Amir On,Amir,On,MGT 108R - Applied Market Research (A),FA21,2021,79,21,0.947,94.7,1,100,5.24,A- (3.79),3.79,A- (3.81),3.81,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=059752
Zimmermann Carsten,Zimmermann,Carsten,MGT 112 - Global Business Strategy (A),FA21,2021,84,73,0.917,91.7,0.944,94.4,5.4,B+ (3.45),3.45,B+ (3.50),3.5,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054738
Ehrich Kristine R,Ehrich,Kristine,MGT 112 - Global Business Strategy (B),FA21,2021,59,25,0.92,92,0.96,96,5.54,B+ (3.63),3.63,B+ (3.67),3.67,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054739
Somasundaram Tyagarajan,Somasundaram,Tyagarajan,MGT 112 - Global Business Strategy (C),FA21,2021,55,49,0.714,71.4,0.735,73.5,5.36,B (3.25),3.25,B+ (3.33),3.33,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=059753
Somasundaram Tyagarajan,Somasundaram,Tyagarajan,MGT 112 - Global Business Strategy (D),FA21,2021,30,25,0.88,88,0.84,84,5.7,B+ (3.48),3.48,B+ (3.56),3.56,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=059754
Pecore Joseph P.,Pecore,Joseph,MGT 12 - Personal Financial Management (A),FA21,2021,97,75,0.959,95.9,0.973,97.3,2.45,B+ (3.67),3.67,B (3.25),3.25,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054718
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 12 - Personal Financial Management (B),FA21,2021,108,97,0.969,96.9,1,100,2.71,A- (3.87),3.87,A- (3.83),3.83,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054719
Wang Helen Shan,Wang,Helen,MGT 121A - Innovation to Market A (A),FA21,2021,90,79,0.899,89.9,0.886,88.6,4.96,A- (3.72),3.72,B+ (3.65),3.65,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054740
Houskeeper Robert,Houskeeper,Robert,MGT 131A - Intermediate Accounting A (A),FA21,2021,72,57,0.93,93,0.877,87.7,5.24,B+ (3.56),3.56,B- (2.85),2.85,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054741
Blakley Bruce,Blakley,Bruce,MGT 132 - Auditing (A),FA21,2021,48,21,0.9,90,0.85,85,5.26,B+ (3.38),3.38,B- (2.80),2.8,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054742
Houskeeper Robert,Houskeeper,Robert,MGT 134 - Federal Taxation-Individuals (A),FA21,2021,26,22,0.864,86.4,0.818,81.8,5.59,A- (3.81),3.81,B+ (3.39),3.39,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054743
Anderson John Charles,Anderson,John,MGT 135 - Federal Taxation-Companies (A),FA21,2021,65,63,0.968,96.8,1,100,4.69,B+ (3.52),3.52,B (3.27),3.27,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054744
Perols Johan Lars,Perols,Johan,MGT 139 - Accounting Information Systems (A),FA21,2021,15,12,0.917,91.7,1,100,5.17,B+ (3.38),3.38,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=059755
Perols Johan Lars,Perols,Johan,MGT 153 - Business Analytics (A),FA21,2021,43,17,0.938,93.8,1,100,7,B (3.20),3.2,B (3.11),3.11,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054745
Phiroz Zal Navroze,Phiroz,Zal,MGT 153 - Business Analytics (B),FA21,2021,79,21,0.857,85.7,0.905,90.5,5.26,B+ (3.45),3.45,B (3.29),3.29,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=059756
Phiroz Zal Navroze,Phiroz,Zal,MGT 153 - Business Analytics (C),FA21,2021,76,30,0.933,93.3,0.933,93.3,4.9,A- (3.80),3.8,B (3.26),3.26,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=059757
Campbell Robert Harold,Campbell,Robert,MGT 16 - Personal Ethics at Work (A),FA21,2021,116,101,0.98,98,1,100,3.84,A- (3.85),3.85,B+ (3.45),3.45,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054720
Campbell Robert Harold,Campbell,Robert,MGT 16 - Personal Ethics at Work (B),FA21,2021,109,90,0.944,94.4,0.966,96.6,3.36,B+ (3.65),3.65,B (3.16),3.16,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054721
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 16 - Personal Ethics at Work (C),FA21,2021,115,100,1,100,1,100,3.74,A- (3.91),3.91,A- (3.84),3.84,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=059749
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 16 - Personal Ethics at Work (D),FA21,2021,113,99,0.98,98,0.99,99,3.68,A- (3.89),3.89,A- (3.83),3.83,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=059750
Gneezy Uri,Gneezy,Uri,MGT 162R - Negotiations (A),FA21,2021,194,68,1,100,0.984,98.4,3.91,A- (3.95),3.95,B+ (3.69),3.69,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=059758
McKay Mary A,McKay,Mary,MGT 164 - Business and Org Leadership (A),FA21,2021,61,32,0.867,86.7,0.933,93.3,6.1,B (3.07),3.07,C+ (2.50),2.5,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054746
Meyer Alison Bloomfield,Meyer,Alison,MGT 164 - Business and Org Leadership (B),FA21,2021,79,65,0.969,96.9,0.985,98.5,5.52,A- (3.71),3.71,B+ (3.43),3.43,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054747
Smith Pamela Karen,Smith,Pamela,MGT 164 - Business and Org Leadership (C),FA21,2021,85,45,0.955,95.5,0.977,97.7,4.91,B+ (3.50),3.5,B (3.18),3.18,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=059759
Moran Cathleen L.,Moran,Cathleen,MGT 166 - Corp Social Responsibility (A),FA21,2021,64,56,0.873,87.3,0.818,81.8,5.04,B (3.25),3.25,B- (2.87),2.87,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054748
Moran Cathleen L.,Moran,Cathleen,MGT 166 - Corp Social Responsibility (B),FA21,2021,33,30,0.9,90,0.767,76.7,4.77,B (3.23),3.23,B (3.22),3.22,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054749
Moran Cathleen L.,Moran,Cathleen,MGT 166 - Corp Social Responsibility (C),FA21,2021,30,29,0.931,93.1,0.897,89.7,5.26,B+ (3.38),3.38,B (3.24),3.24,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054750
Demill Burritt,Demill,Burritt,MGT 166 - Corp Social Responsibility (D),FA21,2021,93,87,0.977,97.7,0.989,98.9,5.1,A- (3.76),3.76,B+ (3.68),3.68,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=059760
Jacob Jo Dee C,Jacob,Jo,MGT 167 - Social Entrepreneurship (A),FA21,2021,95,72,0.971,97.1,0.957,95.7,3.78,B+ (3.65),3.65,B+ (3.34),3.34,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054751
Klaas Jeffrey David,Klaas,Jeffrey,MGT 167 - Social Entrepreneurship (B),FA21,2021,30,24,1,100,1,100,3.83,A- (3.86),3.86,B+ (3.65),3.65,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=059761
Phiroz Zal Navroze,Phiroz,Zal,MGT 171 - Operations Management (A),FA21,2021,61,33,0.667,66.7,0.879,87.9,6.2,B (3.00),3,B (3.25),3.25,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=059762
Hedges Kathleen,Hedges,Kathleen,MGT 172 - Business Project Management (A),FA21,2021,101,45,0.976,97.6,0.952,95.2,5.34,B+ (3.70),3.7,B+ (3.42),3.42,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054752
Royal Rebecca,Royal,Rebecca,MGT 172 - Business Project Management (A),FA21,2021,101,45,0.976,97.6,0.927,92.7,5.34,B+ (3.70),3.7,B+ (3.42),3.42,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054752A
Hedges Kathleen,Hedges,Kathleen,MGT 172 - Business Project Management (B),FA21,2021,83,31,1,100,0.968,96.8,5.47,B+ (3.67),3.67,B+ (3.45),3.45,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054753
Zimmermann Carsten,Zimmermann,Carsten,MGT 172 - Business Project Management (C),FA21,2021,82,64,0.844,84.4,0.859,85.9,4.34,B+ (3.48),3.48,B+ (3.41),3.41,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054754
Hayes Sherry Lorine,Hayes,Sherry,MGT 173 - Project Mgt- Health Services (A),FA21,2021,100,94,0.936,93.6,0.979,97.9,4.87,A- (3.80),3.8,A- (3.79),3.79,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054755
Gopal Christopher S.,Gopal,Christopher,MGT 175 - Supply Chain Management (A),FA21,2021,84,29,0.889,88.9,0.926,92.6,5.42,B+ (3.69),3.69,B+ (3.39),3.39,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=059763
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (A),FA21,2021,88,42,0.85,85,0.95,95,3.4,A- (3.73),3.73,B (3.06),3.06,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054722
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (B),FA21,2021,87,45,0.929,92.9,0.881,88.1,3.31,B+ (3.63),3.63,B (3.09),3.09,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054723
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (C),FA21,2021,83,37,0.838,83.8,0.946,94.6,5.15,B+ (3.61),3.61,B- (2.92),2.92,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054724
McKay Mary A,McKay,Mary,MGT 18 - Managing Diverse Teams (D),FA21,2021,84,39,0.897,89.7,0.846,84.6,4.45,B+ (3.47),3.47,B (3.21),3.21,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054725
McKay Mary A,McKay,Mary,MGT 18 - Managing Diverse Teams (E),FA21,2021,87,44,0.881,88.1,0.857,85.7,4.89,B+ (3.54),3.54,B (3.23),3.23,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054726
Buchanan Harold G,Buchanan,Harold,MGT 181 - Enterprise Finance (A),FA21,2021,95,91,0.934,93.4,0.945,94.5,5.09,B+ (3.36),3.36,B (3.08),3.08,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054756
Buchanan Harold G,Buchanan,Harold,MGT 181 - Enterprise Finance (B),FA21,2021,66,62,0.968,96.8,0.952,95.2,5.44,B+ (3.56),3.56,B+ (3.39),3.39,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054757
Bliss Barbara Ann,Bliss,Barbara,MGT 181 - Enterprise Finance (C),FA21,2021,85,81,0.925,92.5,0.988,98.8,5.61,B+ (3.44),3.44,B (3.12),3.12,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=059764
Buchanan Harold G,Buchanan,Harold,MGT 183 - Financial Investments (A),FA21,2021,66,62,0.919,91.9,0.871,87.1,5.61,B (3.28),3.28,B+ (3.43),3.43,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=059765
Dunn Louis Jean,Dunn,Louis,MGT 185 - Investment Banking (A),FA21,2021,33,15,0.867,86.7,0.733,73.3,9.43,B+ (3.47),3.47,B- (2.83),2.83,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054758
Dunn Louis Jean,Dunn,Louis,MGT 187 - New Venture Finance (A),FA21,2021,83,30,0.897,89.7,0.862,86.2,4.16,B+ (3.66),3.66,B- (2.80),2.8,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054759
Wagner Timothy Ryan,Wagner,Timothy,MGT 3 - Quant Methods in Business (A),FA21,2021,69,29,0.778,77.8,0.963,96.3,5.46,B (3.29),3.29,B- (2.91),2.91,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054716
Pecore Joseph P.,Pecore,Joseph,MGT 45 - Principles of Accounting (A),FA21,2021,126,109,0.927,92.7,0.945,94.5,5.93,B+ (3.36),3.36,B (3.02),3.02,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054727
Pecore Joseph P.,Pecore,Joseph,MGT 45 - Principles of Accounting (B),FA21,2021,129,120,0.908,90.8,0.908,90.8,6.03,B+ (3.54),3.54,B (3.09),3.09,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054728
Houskeeper Robert,Houskeeper,Robert,MGT 5 - Managerial Accounting (A),FA21,2021,163,124,0.85,85,0.842,84.2,4.67,B+ (3.43),3.43,C+ (2.63),2.63,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=054717
Deal Jennifer Jean,Deal,Jennifer,MGT 52 - Test & Measurement at Work (A),FA21,2021,82,73,0.945,94.5,0.945,94.5,3.08,A- (3.86),3.86,A- (3.83),3.83,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=059751
August Terrence,August,Terrence,MGT 71 - Business & Operations Mgt (A),FA21,2021,87,31,0.786,78.6,0.893,89.3,5.98,B+ (3.33),3.33,B (3.30),3.3,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=061255
